TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,PRD_SE,C2,C1,C1_NM,C2_NM,C1_NM_ENG,C2_NM_ENG,LST_CHN_DE
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,117.8,M,211,T17,울산광역시,농축수산물,Ulsan,Agricultural ＆ marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,138.43,M,2111,T17,울산광역시,농산물,Ulsan,Agricultural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,133.97,M,2111,T17,울산광역시,농산물,Ulsan,Agricultural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,128.66,M,2111,T17,울산광역시,농산물,Ulsan,Agricultural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,120.55,M,2111,T17,울산광역시,농산물,Ulsan,Agricultural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,102.82,M,21111,T17,울산광역시,곡물,Ulsan,Cereal,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,99.7,M,21111,T17,울산광역시,곡물,Ulsan,Cereal,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,102.67,M,21111,T17,울산광역시,곡물,Ulsan,Cereal,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,101.96,M,21111,T17,울산광역시,곡물,Ulsan,Cereal,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,132.29,M,21112,T17,울산광역시,채소,Ulsan,Vegetables,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,127.2,M,21112,T17,울산광역시,채소,Ulsan,Vegetables,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.3,M,21112,T17,울산광역시,채소,Ulsan,Vegetables,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,101.57,M,21112,T17,울산광역시,채소,Ulsan,Vegetables,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,166.93,M,21113,T17,울산광역시,과실,Ulsan,Fruits,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,162.48,M,21113,T17,울산광역시,과실,Ulsan,Fruits,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,159.5,M,21113,T17,울산광역시,과실,Ulsan,Fruits,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,151.49,M,21113,T17,울산광역시,과실,Ulsan,Fruits,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,123.4,M,21119,T17,울산광역시,기타농산물,Ulsan,Other agricutural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.31,M,21119,T17,울산광역시,기타농산물,Ulsan,Other agricutural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,123.47,M,21119,T17,울산광역시,기타농산물,Ulsan,Other agricutural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,121.6,M,21119,T17,울산광역시,기타농산물,Ulsan,Other agricutural products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.79,M,2112,T17,울산광역시,축산물,Ulsan,Stock products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,112.52,M,2112,T17,울산광역시,축산물,Ulsan,Stock products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,110.97,M,2112,T17,울산광역시,축산물,Ulsan,Stock products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.91,M,2112,T17,울산광역시,축산물,Ulsan,Stock products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.18,M,2113,T17,울산광역시,수산물,Ulsan,Marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,118.7,M,2113,T17,울산광역시,수산물,Ulsan,Marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.03,M,2113,T17,울산광역시,수산물,Ulsan,Marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.83,M,2113,T17,울산광역시,수산물,Ulsan,Marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,112.96,M,212,T17,울산광역시,공업제품,Ulsan,Industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.39,M,212,T17,울산광역시,공업제품,Ulsan,Industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.43,M,212,T17,울산광역시,공업제품,Ulsan,Industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.14,M,212,T17,울산광역시,공업제품,Ulsan,Industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,118.8,M,2121,T17,울산광역시,가공식품,Ulsan,Processed food,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.51,M,2121,T17,울산광역시,가공식품,Ulsan,Processed food,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.62,M,2121,T17,울산광역시,가공식품,Ulsan,Processed food,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.44,M,2121,T17,울산광역시,가공식품,Ulsan,Processed food,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,108.53,M,2122,T17,울산광역시,내구재,Ulsan,Durable goods,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,108.87,M,2122,T17,울산광역시,내구재,Ulsan,Durable goods,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,108.57,M,2122,T17,울산광역시,내구재,Ulsan,Durable goods,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,108.45,M,2122,T17,울산광역시,내구재,Ulsan,Durable goods,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.52,M,2123,T17,울산광역시,섬유제품,Ulsan,Textile products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.36,M,2123,T17,울산광역시,섬유제품,Ulsan,Textile products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.34,M,2123,T17,울산광역시,섬유제품,Ulsan,Textile products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.34,M,2123,T17,울산광역시,섬유제품,Ulsan,Textile products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,106.72,M,2124,T17,울산광역시,출판물,Ulsan,Publications,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,106.75,M,2124,T17,울산광역시,출판물,Ulsan,Publications,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,107.21,M,2124,T17,울산광역시,출판물,Ulsan,Publications,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,108.29,M,2124,T17,울산광역시,출판물,Ulsan,Publications,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,123.14,M,2125,T17,울산광역시,석유류,Ulsan,Oils,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,124.8,M,2125,T17,울산광역시,석유류,Ulsan,Oils,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,124.93,M,2125,T17,울산광역시,석유류,Ulsan,Oils,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,121.53,M,2125,T17,울산광역시,석유류,Ulsan,Oils,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,106.46,M,2126,T17,울산광역시,의약품,Ulsan,Medicines,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,106.74,M,2126,T17,울산광역시,의약품,Ulsan,Medicines,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,106.9,M,2126,T17,울산광역시,의약품,Ulsan,Medicines,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,107.06,M,2126,T17,울산광역시,의약품,Ulsan,Medicines,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.6,M,2127,T17,울산광역시,화장품,Ulsan,Cosmetics,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.53,M,2127,T17,울산광역시,화장품,Ulsan,Cosmetics,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,116.18,M,2127,T17,울산광역시,화장품,Ulsan,Cosmetics,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,116.9,M,2127,T17,울산광역시,화장품,Ulsan,Cosmetics,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,109.42,M,2129,T17,울산광역시,기타 공업제품,Ulsan,Other industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,109.46,M,2129,T17,울산광역시,기타 공업제품,Ulsan,Other industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,109.05,M,2129,T17,울산광역시,기타 공업제품,Ulsan,Other industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,109.45,M,2129,T17,울산광역시,기타 공업제품,Ulsan,Other industrial products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,134.82,M,213,T17,울산광역시,전기 · 가스 · 수도,Ulsan,Electricity and Gas and Water,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,134.82,M,213,T17,울산광역시,전기 · 가스 · 수도,Ulsan,Electricity and Gas and Water,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,136.33,M,213,T17,울산광역시,전기 · 가스 · 수도,Ulsan,Electricity and Gas and Water,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,136.33,M,213,T17,울산광역시,전기 · 가스 · 수도,Ulsan,Electricity and Gas and Water,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.05,M,22,T17,울산광역시,서비스,Ulsan,Services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.31,M,22,T17,울산광역시,서비스,Ulsan,Services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.5,M,22,T17,울산광역시,서비스,Ulsan,Services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.51,M,22,T17,울산광역시,서비스,Ulsan,Services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,105.43,M,221,T17,울산광역시,집세,Ulsan,Rentals for housing,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,105.27,M,221,T17,울산광역시,집세,Ulsan,Rentals for housing,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,105.04,M,221,T17,울산광역시,집세,Ulsan,Rentals for housing,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,105.23,M,221,T17,울산광역시,집세,Ulsan,Rentals for housing,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,104.28,M,222,T17,울산광역시,공공서비스,Ulsan,Public services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,104.34,M,222,T17,울산광역시,공공서비스,Ulsan,Public services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,104.33,M,222,T17,울산광역시,공공서비스,Ulsan,Public services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,104.36,M,222,T17,울산광역시,공공서비스,Ulsan,Public services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.59,M,223,T17,울산광역시,개인서비스,Ulsan,Personal services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.98,M,223,T17,울산광역시,개인서비스,Ulsan,Personal services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.3,M,223,T17,울산광역시,개인서비스,Ulsan,Personal services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.28,M,223,T17,울산광역시,개인서비스,Ulsan,Personal services,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.49,M,2231,T17,울산광역시,외식,Ulsan,Eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.93,M,2231,T17,울산광역시,외식,Ulsan,Eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,119.93,M,2231,T17,울산광역시,외식,Ulsan,Eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,120.15,M,2231,T17,울산광역시,외식,Ulsan,Eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,110.95,M,2239,T17,울산광역시,외식제외개인서비스,Ulsan,Excluding eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.31,M,2239,T17,울산광역시,외식제외개인서비스,Ulsan,Excluding eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.85,M,2239,T17,울산광역시,외식제외개인서비스,Ulsan,Excluding eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,111.67,M,2239,T17,울산광역시,외식제외개인서비스,Ulsan,Excluding eating out,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.63,M,00,T18,세종특별자치시,총지수,Sejong,All items,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.02,M,00,T18,세종특별자치시,총지수,Sejong,All items,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,114.15,M,00,T18,세종특별자치시,총지수,Sejong,All items,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,113.94,M,00,T18,세종특별자치시,총지수,Sejong,All items,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,116.53,M,21,T18,세종특별자치시,상품,Sejong,Commodities,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,116.4,M,21,T18,세종특별자치시,상품,Sejong,Commodities,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,116.26,M,21,T18,세종특별자치시,상품,Sejong,Commodities,2024-06-26
품목성질별 소비자물가지수(2020＝100),202406,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,115.9,M,21,T18,세종특별자치시,상품,Sejong,Commodities,2024-06-26
품목성질별 소비자물가지수(2020＝100),202403,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,126.36,M,211,T18,세종특별자치시,농축수산물,Sejong,Agricultural ＆ marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202404,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,123.78,M,211,T18,세종특별자치시,농축수산물,Sejong,Agricultural ＆ marine products,2024-06-26
품목성질별 소비자물가지수(2020＝100),202405,DT_1J22002,소비자물가지수,CPI(2020＝100),T,2020＝100,101,2020＝100,시도별,by City,품목성질별,by Commodities ＆ Services,120.48,M,211,T18,세종특별자치시,농축수산물,Sejong,Agricultural ＆ marine products,2024-06-26
